dataset,policy,workers,total_jobs,total_simulation_time,average_waiting_time,average_turnaround_time,throughput,worker_utilization,starvation_risk_jobs
jobs_1000,FIFO,230,1000,127,0.00,15.57,7.874,53.32,0
jobs_1000,SJF,230,1000,127,0.00,15.57,7.874,53.32,0
jobs_1000,Priority,230,1000,127,0.00,15.57,7.874,53.32,0
jobs_1000,FIFO,231,1000,127,0.00,15.57,7.874,53.09,0
jobs_1000,SJF,231,1000,127,0.00,15.57,7.874,53.09,0
jobs_1000,Priority,231,1000,127,0.00,15.57,7.874,53.09,0
jobs_1000,FIFO,232,1000,127,0.00,15.57,7.874,52.86,0
jobs_1000,SJF,232,1000,127,0.00,15.57,7.874,52.86,0
jobs_1000,Priority,232,1000,127,0.00,15.57,7.874,52.86,0
jobs_1000,FIFO,233,1000,127,0.00,15.57,7.874,52.63,0
jobs_1000,SJF,233,1000,127,0.00,15.57,7.874,52.63,0
jobs_1000,Priority,233,1000,127,0.00,15.57,7.874,52.63,0
jobs_1000,FIFO,234,1000,127,0.00,15.57,7.874,52.41,0
jobs_1000,SJF,234,1000,127,0.00,15.57,7.874,52.41,0
jobs_1000,Priority,234,1000,127,0.00,15.57,7.874,52.41,0
jobs_1000,FIFO,235,1000,127,0.00,15.57,7.874,52.18,0
jobs_1000,SJF,235,1000,127,0.00,15.57,7.874,52.18,0
jobs_1000,Priority,235,1000,127,0.00,15.57,7.874,52.18,0
jobs_1000,FIFO,236,1000,127,0.00,15.57,7.874,51.96,0
jobs_1000,SJF,236,1000,127,0.00,15.57,7.874,51.96,0
jobs_1000,Priority,236,1000,127,0.00,15.57,7.874,51.96,0
jobs_1000,FIFO,237,1000,127,0.00,15.57,7.874,51.74,0
jobs_1000,SJF,237,1000,127,0.00,15.57,7.874,51.74,0
jobs_1000,Priority,237,1000,127,0.00,15.57,7.874,51.74,0
jobs_1000,FIFO,238,1000,127,0.00,15.57,7.874,51.53,0
jobs_1000,SJF,238,1000,127,0.00,15.57,7.874,51.53,0
jobs_1000,Priority,238,1000,127,0.00,15.57,7.874,51.53,0
jobs_1000,FIFO,239,1000,127,0.00,15.57,7.874,51.31,0
jobs_1000,SJF,239,1000,127,0.00,15.57,7.874,51.31,0
jobs_1000,Priority,239,1000,127,0.00,15.57,7.874,51.31,0
jobs_1000,FIFO,240,1000,127,0.00,15.57,7.874,51.10,0
jobs_1000,SJF,240,1000,127,0.00,15.57,7.874,51.10,0
jobs_1000,Priority,240,1000,127,0.00,15.57,7.874,51.10,0
jobs_1000,FIFO,241,1000,127,0.00,15.57,7.874,50.88,0
jobs_1000,SJF,241,1000,127,0.00,15.57,7.874,50.88,0
jobs_1000,Priority,241,1000,127,0.00,15.57,7.874,50.88,0
jobs_1000,FIFO,242,1000,127,0.00,15.57,7.874,50.67,0
jobs_1000,SJF,242,1000,127,0.00,15.57,7.874,50.67,0
jobs_1000,Priority,242,1000,127,0.00,15.57,7.874,50.67,0
jobs_1000,FIFO,243,1000,127,0.00,15.57,7.874,50.46,0
jobs_1000,SJF,243,1000,127,0.00,15.57,7.874,50.46,0
jobs_1000,Priority,243,1000,127,0.00,15.57,7.874,50.46,0
jobs_1000,FIFO,244,1000,127,0.00,15.57,7.874,50.26,0
jobs_1000,SJF,244,1000,127,0.00,15.57,7.874,50.26,0
jobs_1000,Priority,244,1000,127,0.00,15.57,7.874,50.26,0
jobs_1000,FIFO,245,1000,127,0.00,15.57,7.874,50.05,0
jobs_1000,SJF,245,1000,127,0.00,15.57,7.874,50.05,0
jobs_1000,Priority,245,1000,127,0.00,15.57,7.874,50.05,0
jobs_1000,FIFO,246,1000,127,0.00,15.57,7.874,49.85,0
jobs_1000,SJF,246,1000,127,0.00,15.57,7.874,49.85,0
jobs_1000,Priority,246,1000,127,0.00,15.57,7.874,49.85,0
jobs_1000,FIFO,247,1000,127,0.00,15.57,7.874,49.65,0
jobs_1000,SJF,247,1000,127,0.00,15.57,7.874,49.65,0
jobs_1000,Priority,247,1000,127,0.00,15.57,7.874,49.65,0
jobs_1000,FIFO,248,1000,127,0.00,15.57,7.874,49.45,0
jobs_1000,SJF,248,1000,127,0.00,15.57,7.874,49.45,0
jobs_1000,Priority,248,1000,127,0.00,15.57,7.874,49.45,0
jobs_1000,FIFO,249,1000,127,0.00,15.57,7.874,49.25,0
jobs_1000,SJF,249,1000,127,0.00,15.57,7.874,49.25,0
jobs_1000,Priority,249,1000,127,0.00,15.57,7.874,49.25,0
jobs_1000,FIFO,250,1000,127,0.00,15.57,7.874,49.05,0
jobs_1000,SJF,250,1000,127,0.00,15.57,7.874,49.05,0
jobs_1000,Priority,250,1000,127,0.00,15.57,7.874,49.05,0
jobs_1000,FIFO,251,1000,127,0.00,15.57,7.874,48.86,0
jobs_1000,SJF,251,1000,127,0.00,15.57,7.874,48.86,0
jobs_1000,Priority,251,1000,127,0.00,15.57,7.874,48.86,0
jobs_1000,FIFO,252,1000,127,0.00,15.57,7.874,48.66,0
jobs_1000,SJF,252,1000,127,0.00,15.57,7.874,48.66,0
jobs_1000,Priority,252,1000,127,0.00,15.57,7.874,48.66,0
jobs_1000,FIFO,253,1000,127,0.00,15.57,7.874,48.47,0
jobs_1000,SJF,253,1000,127,0.00,15.57,7.874,48.47,0
jobs_1000,Priority,253,1000,127,0.00,15.57,7.874,48.47,0
jobs_1000,FIFO,254,1000,127,0.00,15.57,7.874,48.28,0
jobs_1000,SJF,254,1000,127,0.00,15.57,7.874,48.28,0
jobs_1000,Priority,254,1000,127,0.00,15.57,7.874,48.28,0
jobs_1000,FIFO,255,1000,127,0.00,15.57,7.874,48.09,0
jobs_1000,SJF,255,1000,127,0.00,15.57,7.874,48.09,0
jobs_1000,Priority,255,1000,127,0.00,15.57,7.874,48.09,0
jobs_1000,FIFO,256,1000,127,0.00,15.57,7.874,47.90,0
jobs_1000,SJF,256,1000,127,0.00,15.57,7.874,47.90,0
jobs_1000,Priority,256,1000,127,0.00,15.57,7.874,47.90,0
jobs_1000,FIFO,257,1000,127,0.00,15.57,7.874,47.72,0
jobs_1000,SJF,257,1000,127,0.00,15.57,7.874,47.72,0
jobs_1000,Priority,257,1000,127,0.00,15.57,7.874,47.72,0
jobs_1000,FIFO,258,1000,127,0.00,15.57,7.874,47.53,0
jobs_1000,SJF,258,1000,127,0.00,15.57,7.874,47.53,0
jobs_1000,Priority,258,1000,127,0.00,15.57,7.874,47.53,0
jobs_1000,FIFO,259,1000,127,0.00,15.57,7.874,47.35,0
jobs_1000,SJF,259,1000,127,0.00,15.57,7.874,47.35,0
jobs_1000,Priority,259,1000,127,0.00,15.57,7.874,47.35,0
jobs_1000,FIFO,260,1000,127,0.00,15.57,7.874,47.17,0
jobs_1000,SJF,260,1000,127,0.00,15.57,7.874,47.17,0
jobs_1000,Priority,260,1000,127,0.00,15.57,7.874,47.17,0
jobs_1000,FIFO,261,1000,127,0.00,15.57,7.874,46.98,0
jobs_1000,SJF,261,1000,127,0.00,15.57,7.874,46.98,0
jobs_1000,Priority,261,1000,127,0.00,15.57,7.874,46.98,0
jobs_1000,FIFO,262,1000,127,0.00,15.57,7.874,46.81,0
jobs_1000,SJF,262,1000,127,0.00,15.57,7.874,46.81,0
jobs_1000,Priority,262,1000,127,0.00,15.57,7.874,46.81,0
jobs_1000,FIFO,263,1000,127,0.00,15.57,7.874,46.63,0
jobs_1000,SJF,263,1000,127,0.00,15.57,7.874,46.63,0
jobs_1000,Priority,263,1000,127,0.00,15.57,7.874,46.63,0
jobs_1000,FIFO,264,1000,127,0.00,15.57,7.874,46.45,0
jobs_1000,SJF,264,1000,127,0.00,15.57,7.874,46.45,0
jobs_1000,Priority,264,1000,127,0.00,15.57,7.874,46.45,0
jobs_1000,FIFO,265,1000,127,0.00,15.57,7.874,46.28,0
jobs_1000,SJF,265,1000,127,0.00,15.57,7.874,46.28,0
jobs_1000,Priority,265,1000,127,0.00,15.57,7.874,46.28,0
jobs_1000,FIFO,266,1000,127,0.00,15.57,7.874,46.10,0
jobs_1000,SJF,266,1000,127,0.00,15.57,7.874,46.10,0
jobs_1000,Priority,266,1000,127,0.00,15.57,7.874,46.10,0
jobs_1000,FIFO,267,1000,127,0.00,15.57,7.874,45.93,0
jobs_1000,SJF,267,1000,127,0.00,15.57,7.874,45.93,0
jobs_1000,Priority,267,1000,127,0.00,15.57,7.874,45.93,0
jobs_1000,FIFO,268,1000,127,0.00,15.57,7.874,45.76,0
jobs_1000,SJF,268,1000,127,0.00,15.57,7.874,45.76,0
jobs_1000,Priority,268,1000,127,0.00,15.57,7.874,45.76,0
jobs_1000,FIFO,269,1000,127,0.00,15.57,7.874,45.59,0
jobs_1000,SJF,269,1000,127,0.00,15.57,7.874,45.59,0
jobs_1000,Priority,269,1000,127,0.00,15.57,7.874,45.59,0
jobs_1000,FIFO,270,1000,127,0.00,15.57,7.874,45.42,0
jobs_1000,SJF,270,1000,127,0.00,15.57,7.874,45.42,0
jobs_1000,Priority,270,1000,127,0.00,15.57,7.874,45.42,0
jobs_1000,FIFO,271,1000,127,0.00,15.57,7.874,45.25,0
jobs_1000,SJF,271,1000,127,0.00,15.57,7.874,45.25,0
jobs_1000,Priority,271,1000,127,0.00,15.57,7.874,45.25,0
jobs_1000,FIFO,272,1000,127,0.00,15.57,7.874,45.08,0
jobs_1000,SJF,272,1000,127,0.00,15.57,7.874,45.08,0
jobs_1000,Priority,272,1000,127,0.00,15.57,7.874,45.08,0
jobs_1000,FIFO,273,1000,127,0.00,15.57,7.874,44.92,0
jobs_1000,SJF,273,1000,127,0.00,15.57,7.874,44.92,0
jobs_1000,Priority,273,1000,127,0.00,15.57,7.874,44.92,0
jobs_1000,FIFO,274,1000,127,0.00,15.57,7.874,44.76,0
jobs_1000,SJF,274,1000,127,0.00,15.57,7.874,44.76,0
jobs_1000,Priority,274,1000,127,0.00,15.57,7.874,44.76,0
jobs_1000,FIFO,275,1000,127,0.00,15.57,7.874,44.59,0
jobs_1000,SJF,275,1000,127,0.00,15.57,7.874,44.59,0
jobs_1000,Priority,275,1000,127,0.00,15.57,7.874,44.59,0
jobs_1000,FIFO,276,1000,127,0.00,15.57,7.874,44.43,0
jobs_1000,SJF,276,1000,127,0.00,15.57,7.874,44.43,0
jobs_1000,Priority,276,1000,127,0.00,15.57,7.874,44.43,0
jobs_1000,FIFO,277,1000,127,0.00,15.57,7.874,44.27,0
jobs_1000,SJF,277,1000,127,0.00,15.57,7.874,44.27,0
jobs_1000,Priority,277,1000,127,0.00,15.57,7.874,44.27,0
jobs_1000,FIFO,278,1000,127,0.00,15.57,7.874,44.11,0
jobs_1000,SJF,278,1000,127,0.00,15.57,7.874,44.11,0
jobs_1000,Priority,278,1000,127,0.00,15.57,7.874,44.11,0
jobs_1000,FIFO,279,1000,127,0.00,15.57,7.874,43.95,0
jobs_1000,SJF,279,1000,127,0.00,15.57,7.874,43.95,0
jobs_1000,Priority,279,1000,127,0.00,15.57,7.874,43.95,0
jobs_1000,FIFO,280,1000,127,0.00,15.57,7.874,43.80,0
jobs_1000,SJF,280,1000,127,0.00,15.57,7.874,43.80,0
jobs_1000,Priority,280,1000,127,0.00,15.57,7.874,43.80,0
jobs_1000,FIFO,281,1000,127,0.00,15.57,7.874,43.64,0
jobs_1000,SJF,281,1000,127,0.00,15.57,7.874,43.64,0
jobs_1000,Priority,281,1000,127,0.00,15.57,7.874,43.64,0
jobs_1000,FIFO,282,1000,127,0.00,15.57,7.874,43.49,0
jobs_1000,SJF,282,1000,127,0.00,15.57,7.874,43.49,0
jobs_1000,Priority,282,1000,127,0.00,15.57,7.874,43.49,0
jobs_1000,FIFO,283,1000,127,0.00,15.57,7.874,43.33,0
jobs_1000,SJF,283,1000,127,0.00,15.57,7.874,43.33,0
jobs_1000,Priority,283,1000,127,0.00,15.57,7.874,43.33,0
jobs_1000,FIFO,284,1000,127,0.00,15.57,7.874,43.18,0
jobs_1000,SJF,284,1000,127,0.00,15.57,7.874,43.18,0
jobs_1000,Priority,284,1000,127,0.00,15.57,7.874,43.18,0
jobs_1000,FIFO,285,1000,127,0.00,15.57,7.874,43.03,0
jobs_1000,SJF,285,1000,127,0.00,15.57,7.874,43.03,0
jobs_1000,Priority,285,1000,127,0.00,15.57,7.874,43.03,0
jobs_1000,FIFO,286,1000,127,0.00,15.57,7.874,42.88,0
jobs_1000,SJF,286,1000,127,0.00,15.57,7.874,42.88,0
jobs_1000,Priority,286,1000,127,0.00,15.57,7.874,42.88,0
jobs_1000,FIFO,287,1000,127,0.00,15.57,7.874,42.73,0
jobs_1000,SJF,287,1000,127,0.00,15.57,7.874,42.73,0
jobs_1000,Priority,287,1000,127,0.00,15.57,7.874,42.73,0
jobs_1000,FIFO,288,1000,127,0.00,15.57,7.874,42.58,0
jobs_1000,SJF,288,1000,127,0.00,15.57,7.874,42.58,0
jobs_1000,Priority,288,1000,127,0.00,15.57,7.874,42.58,0
jobs_1000,FIFO,289,1000,127,0.00,15.57,7.874,42.43,0
jobs_1000,SJF,289,1000,127,0.00,15.57,7.874,42.43,0
jobs_1000,Priority,289,1000,127,0.00,15.57,7.874,42.43,0
jobs_1000,FIFO,290,1000,127,0.00,15.57,7.874,42.29,0
jobs_1000,SJF,290,1000,127,0.00,15.57,7.874,42.29,0
jobs_1000,Priority,290,1000,127,0.00,15.57,7.874,42.29,0
jobs_1000,FIFO,291,1000,127,0.00,15.57,7.874,42.14,0
jobs_1000,SJF,291,1000,127,0.00,15.57,7.874,42.14,0
jobs_1000,Priority,291,1000,127,0.00,15.57,7.874,42.14,0
jobs_1000,FIFO,292,1000,127,0.00,15.57,7.874,42.00,0
jobs_1000,SJF,292,1000,127,0.00,15.57,7.874,42.00,0
jobs_1000,Priority,292,1000,127,0.00,15.57,7.874,42.00,0
jobs_1000,FIFO,293,1000,127,0.00,15.57,7.874,41.85,0
jobs_1000,SJF,293,1000,127,0.00,15.57,7.874,41.85,0
jobs_1000,Priority,293,1000,127,0.00,15.57,7.874,41.85,0
jobs_1000,FIFO,294,1000,127,0.00,15.57,7.874,41.71,0
jobs_1000,SJF,294,1000,127,0.00,15.57,7.874,41.71,0
jobs_1000,Priority,294,1000,127,0.00,15.57,7.874,41.71,0
jobs_1000,FIFO,295,1000,127,0.00,15.57,7.874,41.57,0
jobs_1000,SJF,295,1000,127,0.00,15.57,7.874,41.57,0
jobs_1000,Priority,295,1000,127,0.00,15.57,7.874,41.57,0
jobs_1000,FIFO,296,1000,127,0.00,15.57,7.874,41.43,0
jobs_1000,SJF,296,1000,127,0.00,15.57,7.874,41.43,0
jobs_1000,Priority,296,1000,127,0.00,15.57,7.874,41.43,0
jobs_1000,FIFO,297,1000,127,0.00,15.57,7.874,41.29,0
jobs_1000,SJF,297,1000,127,0.00,15.57,7.874,41.29,0
jobs_1000,Priority,297,1000,127,0.00,15.57,7.874,41.29,0
jobs_1000,FIFO,298,1000,127,0.00,15.57,7.874,41.15,0
jobs_1000,SJF,298,1000,127,0.00,15.57,7.874,41.15,0
jobs_1000,Priority,298,1000,127,0.00,15.57,7.874,41.15,0
jobs_1000,FIFO,299,1000,127,0.00,15.57,7.874,41.01,0
jobs_1000,SJF,299,1000,127,0.00,15.57,7.874,41.01,0
jobs_1000,Priority,299,1000,127,0.00,15.57,7.874,41.01,0
jobs_1000,FIFO,300,1000,127,0.00,15.57,7.874,40.88,0
jobs_1000,SJF,300,1000,127,0.00,15.57,7.874,40.88,0
jobs_1000,Priority,300,1000,127,0.00,15.57,7.874,40.88,0
jobs_10000,FIFO,200,10000,792,126.93,142.28,12.626,96.92,8607
jobs_10000,SJF,200,10000,785,70.20,85.56,12.739,97.79,2092
jobs_10000,Priority,200,10000,791,128.05,143.40,12.642,97.05,3897
jobs_10000,FIFO,201,10000,789,125.05,140.40,12.674,96.81,8579
jobs_10000,SJF,201,10000,783,69.11,84.47,12.771,97.55,2088
jobs_10000,Priority,201,10000,787,126.15,141.50,12.706,97.06,3892
jobs_10000,FIFO,202,10000,785,123.20,138.55,12.739,96.82,8557
jobs_10000,SJF,202,10000,780,68.02,83.37,12.821,97.44,2082
jobs_10000,Priority,202,10000,784,124.29,139.64,12.755,96.94,3889
jobs_10000,FIFO,203,10000,781,121.36,136.71,12.804,96.84,8544
jobs_10000,SJF,203,10000,778,66.94,82.29,12.853,97.21,2075
jobs_10000,Priority,203,10000,780,122.51,137.86,12.821,96.96,3886
jobs_10000,FIFO,204,10000,777,119.54,134.89,12.870,96.86,8533
jobs_10000,SJF,204,10000,776,65.88,81.23,12.887,96.98,2070
jobs_10000,Priority,204,10000,776,120.71,136.06,12.887,96.98,3884
jobs_10000,FIFO,205,10000,774,117.74,133.09,12.920,96.76,8517
jobs_10000,SJF,205,10000,768,64.83,80.18,13.021,97.52,2054
jobs_10000,Priority,205,10000,772,118.88,134.23,12.953,97.01,3881
jobs_10000,FIFO,206,10000,770,115.96,131.31,12.987,96.79,8486
jobs_10000,SJF,206,10000,764,63.80,79.15,13.089,97.55,2024
jobs_10000,Priority,206,10000,769,117.10,132.45,13.004,96.92,3877
jobs_10000,FIFO,207,10000,767,114.19,129.55,13.038,96.70,8462
jobs_10000,SJF,207,10000,760,62.77,78.12,13.158,97.59,1980
jobs_10000,Priority,207,10000,765,115.32,130.68,13.072,96.95,3874
jobs_10000,FIFO,208,10000,763,112.45,127.80,13.106,96.74,8451
jobs_10000,SJF,208,10000,758,61.76,77.11,13.193,97.38,1920
jobs_10000,Priority,208,10000,762,113.54,128.89,13.123,96.87,3870
jobs_10000,FIFO,209,10000,760,110.72,126.07,13.158,96.66,8416
jobs_10000,SJF,209,10000,757,60.76,76.11,13.210,97.04,1884
jobs_10000,Priority,209,10000,758,111.77,127.12,13.193,96.91,3861
jobs_10000,FIFO,210,10000,756,109.01,124.36,13.228,96.71,8378
jobs_10000,SJF,210,10000,754,59.77,75.12,13.263,96.96,1832
jobs_10000,Priority,210,10000,755,110.04,125.39,13.245,96.83,3849
jobs_10000,FIFO,211,10000,753,107.31,122.67,13.280,96.63,8352
jobs_10000,SJF,211,10000,752,58.78,74.14,13.298,96.76,1815
jobs_10000,Priority,211,10000,751,108.36,123.72,13.316,96.89,3843
jobs_10000,FIFO,212,10000,750,105.63,120.99,13.333,96.56,8331
jobs_10000,SJF,212,10000,746,57.81,73.17,13.405,97.08,1792
jobs_10000,Priority,212,10000,748,106.67,122.02,13.369,96.82,3840
jobs_10000,FIFO,213,10000,746,103.97,119.33,13.405,96.62,8299
jobs_10000,SJF,213,10000,740,56.86,72.22,13.514,97.40,1767
jobs_10000,Priority,213,10000,745,105.00,120.35,13.423,96.75,3835
jobs_10000,FIFO,214,10000,743,102.33,117.69,13.459,96.56,8265
jobs_10000,SJF,214,10000,735,55.92,71.27,13.605,97.61,1747
jobs_10000,Priority,214,10000,741,103.36,118.72,13.495,96.82,3833
jobs_10000,FIFO,215,10000,740,100.71,116.06,13.514,96.50,8224
jobs_10000,SJF,215,10000,733,55.00,70.36,13.643,97.42,1748
jobs_10000,Priority,215,10000,738,101.74,117.09,13.550,96.76,3821
jobs_10000,FIFO,216,10000,736,99.10,114.45,13.587,96.57,8188
jobs_10000,SJF,216,10000,731,54.08,69.43,13.680,97.23,1742
jobs_10000,Priority,216,10000,735,100.14,115.50,13.605,96.71,3809
jobs_10000,FIFO,217,10000,733,97.51,112.86,13.643,96.52,8162
jobs_10000,SJF,217,10000,728,53.16,68.51,13.736,97.19,1739
jobs_10000,Priority,217,10000,732,98.54,113.89,13.661,96.65,3802
jobs_10000,FIFO,218,10000,730,95.93,111.28,13.699,96.47,8142
jobs_10000,SJF,218,10000,726,52.24,67.60,13.774,97.01,1734
jobs_10000,Priority,218,10000,729,96.96,112.31,13.717,96.61,3795
jobs_10000,FIFO,219,10000,727,94.37,109.72,13.755,96.43,8128
jobs_10000,SJF,219,10000,724,51.34,66.69,13.812,96.83,1730
jobs_10000,Priority,219,10000,725,95.39,110.74,13.793,96.70,3788
jobs_10000,FIFO,220,10000,724,92.81,108.17,13.812,96.39,8116
jobs_10000,SJF,220,10000,718,50.44,65.79,13.928,97.19,1724
jobs_10000,Priority,220,10000,722,93.83,109.18,13.850,96.66,3783
jobs_10000,FIFO,221,10000,720,91.27,106.62,13.889,96.49,8100
jobs_10000,SJF,221,10000,713,49.55,64.91,14.025,97.43,1695
jobs_10000,Priority,221,10000,719,92.30,107.65,13.908,96.62,3769
jobs_10000,FIFO,222,10000,717,89.75,105.10,13.947,96.45,8079
jobs_10000,SJF,222,10000,710,48.68,64.04,14.085,97.40,1643
jobs_10000,Priority,222,10000,716,90.76,106.11,13.966,96.59,3744
jobs_10000,FIFO,223,10000,714,88.24,103.59,14.006,96.42,8057
jobs_10000,SJF,223,10000,707,47.83,63.19,14.144,97.38,1593
jobs_10000,Priority,223,10000,713,89.20,104.55,14.025,96.56,3724
jobs_10000,FIFO,224,10000,711,86.75,102.10,14.065,96.40,8045
jobs_10000,SJF,224,10000,706,46.98,62.34,14.164,97.08,1570
jobs_10000,Priority,224,10000,710,87.74,103.09,14.085,96.53,3713
jobs_10000,FIFO,225,10000,708,85.26,100.61,14.124,96.38,8032
jobs_10000,SJF,225,10000,704,46.15,61.50,14.205,96.92,1522
jobs_10000,Priority,225,10000,707,86.26,101.61,14.144,96.51,3695
jobs_10000,FIFO,226,10000,705,83.80,99.15,14.184,96.36,8015
jobs_10000,SJF,226,10000,702,45.31,60.66,14.245,96.77,1496
jobs_10000,Priority,226,10000,704,84.75,100.10,14.205,96.50,3665
jobs_10000,FIFO,227,10000,702,82.34,97.69,14.245,96.34,7983
jobs_10000,SJF,227,10000,700,44.48,59.84,14.286,96.62,1478
jobs_10000,Priority,227,10000,701,83.24,98.59,14.265,96.48,3636
jobs_10000,FIFO,228,10000,699,80.90,96.25,14.306,96.33,7900
jobs_10000,SJF,228,10000,699,43.66,59.02,14.306,96.33,1454
jobs_10000,Priority,228,10000,698,81.80,97.15,14.327,96.47,3596
jobs_10000,FIFO,229,10000,697,79.47,94.82,14.347,96.19,7797
jobs_10000,SJF,229,10000,691,42.86,58.21,14.472,97.02,1448
jobs_10000,Priority,229,10000,695,80.37,95.73,14.388,96.47,3554
jobs_10000,FIFO,230,10000,694,78.06,93.41,14.409,96.18,7735
jobs_10000,SJF,230,10000,687,42.06,57.42,14.556,97.16,1444
jobs_10000,Priority,230,10000,693,78.96,94.32,14.430,96.32,3415
jobs_10000,FIFO,231,10000,691,76.65,92.00,14.472,96.18,7707
jobs_10000,SJF,231,10000,684,41.28,56.63,14.620,97.17,1444
jobs_10000,Priority,231,10000,690,77.58,92.93,14.493,96.32,3346
jobs_10000,FIFO,232,10000,688,75.26,90.62,14.535,96.19,7690
jobs_10000,SJF,232,10000,682,40.50,55.85,14.663,97.03,1438
jobs_10000,Priority,232,10000,687,76.18,91.53,14.556,96.33,3295
jobs_10000,FIFO,233,10000,685,73.88,89.24,14.599,96.19,7676
jobs_10000,SJF,233,10000,680,39.73,55.08,14.706,96.90,1429
jobs_10000,Priority,233,10000,684,74.81,90.17,14.620,96.33,3257
jobs_10000,FIFO,234,10000,682,72.52,87.87,14.663,96.20,7661
jobs_10000,SJF,234,10000,678,38.96,54.31,14.749,96.77,1421
jobs_10000,Priority,234,10000,681,73.47,88.82,14.684,96.34,3167
jobs_10000,FIFO,235,10000,680,71.16,86.52,14.706,96.08,7647
jobs_10000,SJF,235,10000,677,38.19,53.55,14.771,96.50,1401
jobs_10000,Priority,235,10000,679,72.09,87.44,14.728,96.22,3103
jobs_10000,FIFO,236,10000,677,69.82,85.17,14.771,96.09,7634
jobs_10000,SJF,236,10000,674,37.44,52.79,14.837,96.52,1377
jobs_10000,Priority,236,10000,676,70.72,86.07,14.793,96.23,3035
jobs_10000,FIFO,237,10000,674,68.49,83.85,14.837,96.11,7606
jobs_10000,SJF,237,10000,672,36.69,52.04,14.881,96.40,1356
jobs_10000,Priority,237,10000,673,69.40,84.75,14.859,96.26,2989
jobs_10000,FIFO,238,10000,672,67.18,82.53,14.881,95.99,7479
jobs_10000,SJF,238,10000,668,35.95,51.30,14.970,96.57,1313
jobs_10000,Priority,238,10000,671,68.09,83.44,14.903,96.14,2920
jobs_10000,FIFO,239,10000,669,65.87,81.22,14.948,96.02,7348
jobs_10000,SJF,239,10000,663,35.22,50.58,15.083,96.89,1263
jobs_10000,Priority,239,10000,668,66.79,82.14,14.970,96.16,2862
jobs_10000,FIFO,240,10000,666,64.58,79.93,15.015,96.05,7278
jobs_10000,SJF,240,10000,659,34.51,49.86,15.175,97.07,1227
jobs_10000,Priority,240,10000,665,65.45,80.80,15.038,96.20,2763
jobs_10000,FIFO,241,10000,664,63.29,78.64,15.060,95.94,7233
jobs_10000,SJF,241,10000,656,33.81,49.16,15.244,97.11,1211
jobs_10000,Priority,241,10000,663,64.21,79.57,15.083,96.09,2470
jobs_10000,FIFO,242,10000,661,62.02,77.37,15.129,95.98,7109
jobs_10000,SJF,242,10000,654,33.10,48.46,15.291,97.01,1190
jobs_10000,Priority,242,10000,660,62.81,78.16,15.152,96.12,2321
jobs_10000,FIFO,243,10000,659,60.76,76.11,15.175,95.87,6963
jobs_10000,SJF,243,10000,653,32.42,47.77,15.314,96.75,1187
jobs_10000,Priority,243,10000,658,61.48,76.83,15.198,96.02,2281
jobs_10000,FIFO,244,10000,656,59.50,74.85,15.244,95.92,6861
jobs_10000,SJF,244,10000,651,31.73,47.08,15.361,96.65,1182
jobs_10000,Priority,244,10000,655,60.15,75.50,15.267,96.06,2075
jobs_10000,FIFO,245,10000,654,58.26,73.61,15.291,95.82,6830
jobs_10000,SJF,245,10000,649,31.05,46.40,15.408,96.56,1172
jobs_10000,Priority,245,10000,653,58.97,74.32,15.314,95.96,1997
jobs_10000,FIFO,246,10000,651,57.03,72.38,15.361,95.87,6780
jobs_10000,SJF,246,10000,647,30.37,45.72,15.456,96.46,1166
jobs_10000,Priority,246,10000,650,57.70,73.05,15.385,96.02,1958
jobs_10000,FIFO,247,10000,648,55.81,71.16,15.432,95.92,6673
jobs_10000,SJF,247,10000,646,29.70,45.05,15.480,96.22,1158
jobs_10000,Priority,247,10000,648,56.37,71.73,15.432,95.92,1954
jobs_10000,FIFO,248,10000,646,54.60,69.96,15.480,95.83,6605
jobs_10000,SJF,248,10000,645,29.03,44.38,15.504,95.98,1151
jobs_10000,Priority,248,10000,645,55.19,70.54,15.504,95.98,1952
jobs_10000,FIFO,249,10000,643,53.41,68.76,15.552,95.89,6538
jobs_10000,SJF,249,10000,639,28.36,43.72,15.649,96.49,1144
jobs_10000,Priority,249,10000,643,54.00,69.35,15.552,95.89,1950
jobs_10000,FIFO,250,10000,641,52.21,67.56,15.601,95.81,6457
jobs_10000,SJF,250,10000,635,27.71,43.06,15.748,96.71,1138
jobs_10000,Priority,250,10000,640,52.79,68.14,15.625,95.96,1945
jobs_10000,FIFO,251,10000,639,51.03,66.39,15.649,95.72,6416
jobs_10000,SJF,251,10000,632,27.07,42.42,15.823,96.78,1126
jobs_10000,Priority,251,10000,638,51.55,66.90,15.674,95.87,1942
jobs_10000,FIFO,252,10000,636,49.86,65.22,15.723,95.79,6361
jobs_10000,SJF,252,10000,629,26.43,41.78,15.898,96.86,1098
jobs_10000,Priority,252,10000,635,50.33,65.68,15.748,95.94,1939
jobs_10000,FIFO,253,10000,634,48.70,64.05,15.773,95.72,6282
jobs_10000,SJF,253,10000,627,25.80,41.15,15.949,96.78,1081
jobs_10000,Priority,253,10000,633,49.16,64.51,15.798,95.87,1936
jobs_10000,FIFO,254,10000,631,47.56,62.91,15.848,95.79,6204
jobs_10000,SJF,254,10000,626,25.17,40.53,15.974,96.56,1053
jobs_10000,Priority,254,10000,631,47.95,63.30,15.848,95.79,1933
jobs_10000,FIFO,255,10000,629,46.41,61.77,15.898,95.72,6094
